source_path,unit_type,source_heading,source_field,source_value,level,start_line,end_line,raw_source,classification,detailed_content,destination_repository,destination_path,destination_heading,transformation,preservation_status,review_notes
docs/architecture/principles.md,markdown-atx-heading,Como validar os princípios,,Como validar os princípios,2,51,62,## Como validar os princípios,concept-or-structure,"## Como validar os princípios

Princípio ambíguo produz interpretação local, e interpretação local produz divergência que só aparece em auditoria.

1. Selecione dez cenários reais ou plausíveis — incluindo ao menos um caso financeiro, um somente leitura, um com ferramenta privilegiada e um agente de terceiro embarcado em SaaS.
2. Peça a **três grupos diferentes** que apliquem os princípios sem consultar o autor. Compare as decisões.
3. Divergência alta indica princípio ambíguo, não grupo despreparado.
4. Transforme divergência recorrente em regra mais concreta, standard ou decision tree. **Princípio não deve carregar detalhe que pertence a um standard.**
5. Revalide anualmente, ou quando surgir nova classe de risco — novos protocolos de descoberta de ferramentas, delegação entre agentes ou aumento material de autonomia.

Registre o resultado do teste: cenários usados, divergências encontradas e o que foi refinado em consequência. Sem esse registro, a próxima revisão recomeça do zero.",ai-agent-governance-framework-next,docs/framework/01-mandate-scope-and-principles.md,Como validar os princípios,preserve-exact-heading-subtrees-and-resequence-only-with-explicit-cross-reference,mapped,"Toda seção, tabela, princípio e caveat deve permanecer rastreável; a adoção/alteração requer revisão formal e release versionada."
docs/architecture/principles.md,markdown-atx-heading,Tensões que os princípios não resolvem sozinhos,,Tensões que os princípios não resolvem sozinhos,2,63,72,## Tensões que os princípios não resolvem sozinhos,concept-or-structure,"## Tensões que os princípios não resolvem sozinhos

Alguns princípios se opõem em casos concretos, e é aí que a authority decide:

- **Visibility first × Embedded by default** — enforcement antes do inventário empurra a criação para fora do radar. A sequência correta é descobrir, classificar e só então restringir progressivamente.
- **Proportional by risk × Federated with common controls** — proporcionalidade pede caminhos diferentes; federação pede padrão comum. O padrão comum é o *mínimo*, não o uniforme.
- **Evidence before automation × Value-linked** — esperar evidência perfeita custa valor; automatizar cedo custa confiança. O gargalo manual medido é o que decide qual custo é maior.

Quando dois princípios colidem, a decisão é registrada com rationale — não resolvida por preferência de quem estava na sala.",ai-agent-governance-framework-next,docs/framework/01-mandate-scope-and-principles.md,Tensões que os princípios não resolvem sozinhos,preserve-exact-heading-subtrees-and-resequence-only-with-explicit-cross-reference,mapped,"Toda seção, tabela, princípio e caveat deve permanecer rastreável; a adoção/alteração requer revisão formal e release versionada."
docs/architecture/principles.md,markdown-atx-heading,Relação com a policy,,Relação com a policy,2,73,75,## Relação com a policy,concept-or-structure,"## Relação com a policy

Esses princípios integram a [policy modular](../governance/policy.md). Sua adoção e alteração exigem revisão formal, decision authority e release versionada; mappings de plataforma não podem redefini-los.",ai-agent-governance-framework-next,docs/framework/01-mandate-scope-and-principles.md,Relação com a policy,preserve-exact-heading-subtrees-and-resequence-only-with-explicit-cross-reference,mapped,"Toda seção, tabela, princípio e caveat deve permanecer rastreável; a adoção/alteração requer revisão formal e release versionada."
docs/architecture/quality-attributes.md,frontmatter-title,,title,Atributos de qualidade para governança de agentes,0,2,2,"title: ""Atributos de qualidade para governança de agentes""",metadata-title,"title: ""Atributos de qualidade para governança de agentes""",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/architecture/quality-attributes.md,markdown-atx-heading,Atributos de qualidade para governança de agentes,,Atributos de qualidade para governança de agentes,1,11,12,# Atributos de qualidade para governança de agentes,concept-or-structure,# Atributos de qualidade para governança de agentes,ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Auditability,,Auditability,2,13,16,## Auditability,concept-or-structure,"## Auditability

Toda decisão relevante precisa de owner, timestamp, evidência, versão e vínculo com agent ID.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Observability,,Observability,2,17,20,## Observability,architecture-runtime,"## Observability

A operação deve expor ações, ferramentas, dados acessados, erros, custo, policy signals e uso suficiente para decisão.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Remediability,,Remediability,2,21,24,## Remediability,concept-or-structure,"## Remediability

O sistema deve permitir restringir, quarentenar, corrigir, reverter e aposentar dentro de SLAs proporcionais ao risco.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Accountability,,Accountability,2,25,28,## Accountability,concept-or-structure,"## Accountability

Business owner, technical owner e authorities precisam ter responsabilidade e autoridade claramente separadas.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Interoperability,,Interoperability,2,29,32,## Interoperability,concept-or-structure,"## Interoperability

Registry, evidence e policy controls devem funcionar em múltiplas plataformas, inclusive ferramentas de terceiros.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Security and privacy,,Security and privacy,2,33,36,## Security and privacy,concept-or-structure,"## Security and privacy

Least privilege, workload identity, secrets management, DLP, data boundaries e secure-by-default são propriedades de base.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Reliability,,Reliability,2,37,40,## Reliability,concept-or-structure,"## Reliability

Agentes críticos exigem métricas, error handling, rollback, fallback e continuidade compatíveis com o processo afetado.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Usability,,Usability,2,41,44,## Usability,concept-or-structure,"## Usability

Builders e usuários precisam entender limites, approvals, status e próximos passos sem depender de especialistas para casos simples.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Evolvability,,Evolvability,2,45,48,## Evolvability,concept-or-structure,"## Evolvability

Risk matrix, connector catalog, model/tool inventory e policy templates devem aceitar novas capacidades sem reescrita completa.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/quality-attributes.md,markdown-atx-heading,Measurability,,Measurability,2,49,51,## Measurability,concept-or-structure,"## Measurability

Criação, descoberta, uso, qualidade, risco, custo e valor precisam ser distinguíveis e comparáveis a baselines.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,06.1 Architecture principles and quality attributes,integrate-as-quality-attributes-section-preserving-review-and-observed-status,mapped,"Mapear cada heading mecânico ao subtree da seção 06.1 e preservar status review, maturity observed, revisão, owner e tags fora do corpo normativo quando o target tiver mecanismo equivalente."
docs/architecture/risks.md,frontmatter-title,,title,Riscos arquiteturais da governança de agentes,0,2,2,"title: ""Riscos arquiteturais da governança de agentes""",metadata-title,"title: ""Riscos arquiteturais da governança de agentes""",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,Mapped by source heading,synthesize-and-preserve,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/architecture/risks.md,markdown-atx-heading,Riscos arquiteturais da governança de agentes,,Riscos arquiteturais da governança de agentes,1,11,27,# Riscos arquiteturais da governança de agentes,risk-failure-mode,"# Riscos arquiteturais da governança de agentes

| Risco | Consequência | Mitigação arquitetural |
| --- | --- | --- |
| Catálogo incompleto | Falsa confiança e agentes órfãos | Reconciliation, missing-evidence status e coverage metrics |
| Centralização excessiva | Gargalo, shadow AI e baixa accountability local | Ownership federado, common controls e handoffs explícitos |
| Aprovação igual para todos | Burocracia em baixo risco e revisão insuficiente em alto risco | Risk matrix proporcional por alcance e capacidade |
| Telemetria sem ação | Dashboard decorativo e incidentes sem owner | Alert-to-workflow, authority, SLA e remediation states |
| Automação prematura | Enforcement incorreto e exceções ocultas | Escopo controlado, baselines e evidence before automation |
| Dados não confiáveis | Respostas erradas, oversharing e decisões inválidas | AI-ready data, labels, connector gates e lineage |
| Identidade fraca ou compartilhada | Acesso indevido e baixa rastreabilidade | Workload identity, least privilege e lifecycle de credenciais |
| MCP sem governança | Tool poisoning, exfiltration e blast radius ampliado | Gateway, vetting, inventory, isolation e context trimming |
| Métricas de vaidade | Investimento em agentes sem valor | Separar criação, descoberta, uso, qualidade e outcomes |
| Dependência de fornecedor | Lock-in e perda de controle | Policy e schemas multiplataforma, exportable logs e adapters |
| Owners nominais | Reviews e incidents sem decisão efetiva | Authority explícita, attestation e escalation path |
| Policy drift | Agentes ficam não conformes após mudanças | Versionamento, review triggers, compliance monitoring e remediation |",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,Riscos arquiteturais da governança de agentes,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/architecture/risks.md,markdown-atx-heading,Review triggers,,Review triggers,2,28,37,## Review triggers,concept-or-structure,"## Review triggers

Revisar este registro quando houver:

- nova plataforma, model provider, connector ou MCP server;
- expansão regional ou exposição externa;
- mudança de autonomia ou capacidade de escrita/ação;
- incidente relevante;
- alteração regulatória;
- evidência operacional do portfólio inicial e dos decision gates.",ai-agent-governance-framework-next,docs/framework/06-architecture-and-technical-controls.md,Review triggers,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,frontmatter-title,,title,"Auditabilidade, evidence package e traceability",0,2,2,"title: Auditabilidade, evidence package e traceability",metadata-title,"title: Auditabilidade, evidence package e traceability",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Mapped by source heading,integrate-completely,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/auditability/README.md,markdown-atx-heading,"Auditabilidade, evidence package e traceability",,"Auditabilidade, evidence package e traceability",1,18,19,"# Auditabilidade, evidence package e traceability",evidence-artifact,"# Auditabilidade, evidence package e traceability",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,"Auditabilidade, evidence package e traceability",split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Objetivo,,Objetivo,2,20,23,## Objetivo,objective,"## Objetivo

Permitir que uma pessoa autorizada reconstrua o que o sistema era, o que fez, com qual autoridade, quais dados e tools usou, quais controles se aplicaram e qual decisão resultou.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Objetivo,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Auditabilidade não é “logar tudo”,,Auditabilidade não é “logar tudo”,2,24,35,## Auditabilidade não é “logar tudo”,concept-or-structure,"## Auditabilidade não é “logar tudo”

Logs indiscriminados podem aumentar risco de privacy, custo e exposição. O desenho precisa equilibrar:

- traceability;
- minimização;
- integridade;
- retenção;
- acesso;
- utilidade para investigação;
- separação entre telemetria e record oficial.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Auditabilidade não é “logar tudo”,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Eventos mínimos,,Eventos mínimos,2,36,49,## Eventos mínimos,concept-or-structure,"## Eventos mínimos

- criação e alteração de registry/blueprint;
- classificação e approvals;
- model, prompt, tool e policy version;
- authentication e authorization decision;
- user/agent/tool correlation;
- retrieval source IDs e data classification quando aplicável;
- state-changing action e result;
- human approval, edit, deny e override;
- policy denial e alert;
- incident, quarantine, rollback e reactivation;
- attestation, exception e sunset.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Eventos mínimos,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Event envelope,,Event envelope,2,50,68,## Event envelope,concept-or-structure,"## Event envelope

| Campo | Propósito |
|---|---|
| timestamp e timezone | ordenar e correlacionar |
| event ID / correlation ID | rastrear a chain |
| agent ID e version | identificar o sistema |
| user/delegated subject | atribuir contexto humano |
| tool/action | identificar capability |
| target/resource | localizar efeito |
| policy/control decision | explicar allow/deny |
| outcome/status | registrar resultado |
| evidence reference | apontar artefato protegido |
| sensitivity | aplicar acesso e retenção |

Sensitive payloads devem ser referenciados ou protegidos, não copiados sem necessidade.

O [AI Agent Audit Event schema](../../schemas/audit-event.schema.json) oferece um envelope mínimo vendor-neutral. Ele não obriga ferramenta ou pipeline específico e deliberadamente evita payload completo.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Event envelope,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Evidence package,,Evidence package,2,69,86,## Evidence package,evidence-artifact,"## Evidence package

Um package de release ou attestation deve ser:

- versionado;
- immutable ou tamper-evident;
- ligado a agent/version;
- completo segundo tier;
- acessível somente a roles autorizados;
- retido conforme policy;
- exportável para review;
- capaz de distinguir missing, not-applicable e passed.

“Sem evidência” não significa “controle passou”.

A composição mínima de cada package por nível de risco está em [evidence pack proporcional por tier](evidence-pack-by-tier.md).
Use o [Release Evidence Manifest schema](../../schemas/release-evidence-manifest.schema.json) para lineage machine-readable e o [template humano](../../templates/release-evidence-manifest.md) para preparar a decisão.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Evidence package,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Integridade e acesso,,Integridade e acesso,2,87,97,## Integridade e acesso,concept-or-structure,"## Integridade e acesso

- clock synchronization;
- append-only ou controles de integridade;
- segregação de administradores e auditores;
- access logging;
- redaction/tokenization;
- legal hold quando aplicável;
- test de restauração e export;
- retention/deletion verificáveis.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Integridade e acesso,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Traceability graph,,Traceability graph,2,98,113,## Traceability graph,concept-or-structure,"## Traceability graph

```text
Business outcome
  ↕
Agent ID/version
  ↕
Blueprint → model/prompt/data/tool versions
  ↕
Risk/control/evaluation decisions
  ↕
Runtime events/incidents
  ↕
Attestation/value/sunset decision
```",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Traceability graph,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Evidências,,Evidências,2,114,126,## Evidências,evidence-artifact,"## Evidências

- logging specification;
- sample events e schema;
- [audit event estruturado](../../schemas/audit-event.schema.json);
- access/retention configuration;
- integrity test;
- evidence package index;
- [release evidence manifest](../../schemas/release-evidence-manifest.schema.json);
- audit export test;
- deletion e legal-hold records;
- findings e remediação.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Evidências,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Métricas,,Métricas,2,127,137,## Métricas,metric,"## Métricas

- actions sem correlation ID;
- events atrasados, incompletos ou duplicados;
- agents sem version identificável;
- evidence packages incompletos;
- unauthorized log access;
- retention/deletion failures;
- tempo para reconstruir um incident;
- controls com evidence link quebrado.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Métricas,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Failure modes,,Failure modes,2,138,147,## Failure modes,risk-failure-mode,"## Failure modes

- logar prompt completo por padrão;
- usar dashboard agregado como audit trail;
- não versionar prompt/model/tool;
- permitir que o mesmo admin altere ação e evidência;
- guardar logs sem capability de busca/export;
- apagar evidência no sunset antes de cumprir retenção;
- marcar missing como not-applicable.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Failure modes,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/README.md,markdown-atx-heading,Decision gate,,Decision gate,2,148,152,## Decision gate,requirement-control,"## Decision gate

A release authority exige event model, retention, access, correlation e evidence package compatíveis com o tier antes de produção.

A integração com o universo de auditoria que a organização já opera está em [integração com o audit universe existente](audit-universe-crosswalk.md). Um framework que chega como universo paralelo é tolerado, não adotado.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Decision gate,split-by-heading-with-cross-links,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,frontmatter-title,,title,Integração com o audit universe existente,0,2,2,title: Integração com o audit universe existente,metadata-title,title: Integração com o audit universe existente,ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Mapped by source heading,integrate-audit-universe-method-completely,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,Integração com o audit universe existente,,Integração com o audit universe existente,1,15,16,# Integração com o audit universe existente,concept-or-structure,# Integração com o audit universe existente,ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Integração com o audit universe existente,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,Objetivo,,Objetivo,2,17,24,## Objetivo,objective,"## Objetivo

Responder à pergunta que auditoria interna faz na primeira reunião: **""como estes controles se relacionam com o que eu já testo?""**

Uma organização madura já tem universo de auditoria, ciclo de teste, matriz de controles financeiros e certificações vigentes. Um framework que chega como universo paralelo não é adotado — é tolerado até a próxima reorganização.

Este documento não mapeia control a control contra normas específicas. Ele responde algo mais útil e mais honesto: **onde estes controles se encaixam no que já existe, e o que muda em relação a um controle de TI convencional.**",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Objetivo,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,O que o catálogo oferece a auditoria,,O que o catálogo oferece a auditoria,2,25,37,## O que o catálogo oferece a auditoria,concept-or-structure,"## O que o catálogo oferece a auditoria

O [control catalog](../../controls/README.md) tem 44 controls, e três campos determinam como auditoria os trata:

| Campo | Valores | O que significa para o teste |
|---|---|---|
| `scope` | 40 `agent`, 4 `organization` | controle de escopo `agent` é testado por amostra de agentes; `organization` é testado uma vez para a entidade |
| `blocking` | 27 bloqueantes | bloqueante impede release quando reprovado — é candidato natural a control chave |
| `automation` | 9 `automated`, 24 `assisted`, 10 `manual`, 1 `mixed` | determina se o teste é de configuração, de amostra ou de processo |
| `verification` | declarado em todos | diz **como** a evidência é obtida, não só que ela existe |

Um control `organization`-scoped nunca é bloqueante por decisão de design ([ADR-0010](../architecture/decisions/0010-structured-governance-contracts-2.0.md)) — falha de governança corporativa não deve travar um release específico; ela dispara remediação no nível certo. Auditoria precisa saber disso antes de desenhar o teste.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,O que o catálogo oferece a auditoria,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,Onde encaixar no universo existente,,Onde encaixar no universo existente,2,38,56,## Onde encaixar no universo existente,concept-or-structure,"## Onde encaixar no universo existente

A recomendação é **não criar um universo novo**. Quase todo control deste framework é uma extensão de um domínio que auditoria já cobre:

| Domínio do framework | Universo em que normalmente encaixa | O que muda em relação ao teste convencional |
|---|---|---|
| registry e ownership | gestão de ativos e CMDB | o ativo tem comportamento próprio e muda sem deploy; inventário exige descoberta contínua, não recertificação anual |
| identidade | IAM e gestão de acessos | a identidade não é de pessoa nem de serviço estático; JML precisa cobrir reatribuição de owner de agente |
| dados | governança de dados e privacidade | a autorização acontece na recuperação, não só na concessão de acesso |
| tools e MCP | gestão de mudanças e integrações | a capacidade de ação pode crescer sem mudança de código, por descoberta de tool |
| modelos e provedores | gestão de fornecedores e terceiros | a versão do fornecedor muda sem aviso e invalida avaliação aceita |
| segurança | segurança da informação | a superfície inclui a instrução, não só a interface |
| evaluations e release | SDLC e gestão de mudanças | o critério de aceite é probabilístico, com threshold e slice, não binário |
| operações e runtime | continuidade e monitoramento | contenção precisa ser exercitada, não documentada |
| Responsible AI e human oversight | conformidade e conduta | frequentemente **não tem** universo prévio — é onde nasce controle novo |
| valor e portfólio | gestão de benefícios | outcome contra baseline, não uso |

Só a linha de Responsible AI costuma exigir universo novo. As demais são extensão de escopo de auditorias que já ocorrem — o que muda a conversa de ""crie um programa de auditoria de IA"" para ""acrescente estas perguntas ao que você já faz"".",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Onde encaixar no universo existente,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,Três diferenças que quebram o teste convencional,,Três diferenças que quebram o teste convencional,2,57,66,## Três diferenças que quebram o teste convencional,concept-or-structure,"## Três diferenças que quebram o teste convencional

Vale antecipá-las, porque cada uma já invalidou papel de trabalho em alguma organização.

**1. Evidência tem data de validade curta.** Um control de TI testado em março costuma valer para o ano. Aqui, mudança de versão de modelo, de fonte de dados ou de tool invalida a evidência no dia em que acontece. O teste precisa amarrar a evidência à **versão** do agente, não ao período. O [evidence pack por tier](evidence-pack-by-tier.md) e o release manifest existem para isso.

**2. Amostragem por população homogênea não funciona.** O estate é deliberadamente heterogêneo por tier. Amostrar 25 agentes ao acaso mede quase só T1, porque T1 é a maioria. A amostra precisa ser **estratificada por tier e por admissibilidade**, com cobertura integral dos T3 e T4.

**3. Aprovação não é evidência de controle.** Um release `conditional` aprovado não diz que as condições foram cumpridas — diz que foram impostas. O teste é sobre a **verificação declarada de cada condição**, e é por isso que o contrato de release exige que toda condição traga owner e método de verificação.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Três diferenças que quebram o teste convencional,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,Onde começar um primeiro teste,,Onde começar um primeiro teste,2,67,78,## Onde começar um primeiro teste,concept-or-structure,"## Onde começar um primeiro teste

Sugestão de escopo para o primeiro ciclo, em ordem de retorno:

1. **Completude e ownership do registry** — agente em produção sem business owner nomeado é o achado mais comum e o mais fácil de evidenciar.
2. **Os 27 controls bloqueantes**, verificando se realmente bloqueiam — control bloqueante que nunca reprovou nada merece investigação.
3. **Attestation vencida** em agentes ativos.
4. **Condições de release com prazo expirado** e agentes ainda operando.
5. **Bindings de catálogo** — modelo, fonte ou tool em uso sem entrada aprovada correspondente.

Os itens 4 e 5 são verificáveis por consulta aos records estruturados, sem depender de entrevista. Comece por onde a evidência já é máquina-legível.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Onde começar um primeiro teste,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/audit-universe-crosswalk.md,markdown-atx-heading,Limites declarados,,Limites declarados,2,79,83,## Limites declarados,concept-or-structure,"## Limites declarados

Este documento **não** é mapeamento control a control contra ISO/IEC 42001, 23894, 42005, SOX ou qualquer norma específica. Os `frameworkMappings` do catálogo declaram alinhamento direcional e dizem isso explicitamente: *""não constitui equivalência, conformidade nem atestação""*. O escopo de cada norma referenciada está em [`references/standards/`](../../references/standards/README.md), com o motivo de não haver mapeamento cláusula a cláusula.

Quem precisar de mapeamento formal precisa adquirir os textos normativos e produzi-lo internamente, com a authority competente. Alinhamento declarado por um framework de referência não substitui essa avaliação.",ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Limites declarados,integrate-audit-universe-method-completely,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
docs/auditability/evidence-pack-by-tier.md,frontmatter-title,,title,Evidence pack proporcional por tier,0,2,2,title: Evidence pack proporcional por tier,metadata-title,title: Evidence pack proporcional por tier,ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Mapped by source heading,synthesize-and-preserve,mapped,Separately indexed YAML front-matter title; destination inherited from the fully read file record.
docs/auditability/evidence-pack-by-tier.md,markdown-atx-heading,Evidence pack proporcional por tier,,Evidence pack proporcional por tier,1,17,18,# Evidence pack proporcional por tier,evidence-artifact,# Evidence pack proporcional por tier,ai-agent-governance-framework-next,docs/framework/07-evaluation-evidence-and-assurance.md,Evidence pack proporcional por tier,synthesize-and-preserve,mapped,Exact source section preserved after complete file reading; destination must preserve all information and source provenance.
